Event	ID	Name			Wwise Object Path	Notes
	34671830	Play_EFX_Deer_Enemy_Detected			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Enemy_Detected	
	218380646	Play_EFX_Rabbit_Run			\Default Work Unit\Play_Events\Effects\Play_EFX_Rabbit_Run	
	316894959	Play_EFX_Slap1			\Default Work Unit\Play_Events\Effects\Play_EFX_Slap1	
	351620247	Play_EFX_Rabbit_Death			\Default Work Unit\Play_Events\Effects\Play_EFX_Rabbit_Death	
	581896828	Play_EFX_Deer_Exclaim			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Exclaim	
	693756879	Play_EFX_Rabbit_Pain			\Default Work Unit\Play_Events\Effects\Play_EFX_Rabbit_Pain	
	789067003	Play_EFX_Deer_Die			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Die	
	805848909	Stop_EFX_DeerRun			\Default Work Unit\Stop_Events\Effects\Stop_EFX_DeerRun	
	921713726	Play_EFX_Deer_Run			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Run	
	1167721271	Stop_EFX_DeerExclaim			\Default Work Unit\Stop_Events\Effects\Stop_EFX_DeerExclaim	
	1621476486	Play_EFX_GUI_Button_Back			\Default Work Unit\Play_Events\Effects\Play_EFX_GUI_Button_Back	
	1864584596	Stop_EFX_Rabbit_Run			\Default Work Unit\Stop_Events\Effects\Stop_EFX_Rabbit_Run	
	1954071212	Play_MUS_GUI_Intro			\Default Work Unit\Play_Events\Music\Play_MUS_GUI_Intro	
	2151123781	Play_EFX_GUI_Button_Over			\Default Work Unit\Play_Events\Effects\Play_EFX_GUI_Button_Over	
	2584030508	Stop_EFX_RabbitRuns			\Default Work Unit\Stop_Events\Effects\Stop_EFX_RabbitRuns	
	2610643847	Stop_EFX_RabbitsRunAttacks			\Default Work Unit\Stop_Events\Effects\Stop_EFX_RabbitsRunAttacks	
	3112511213	Play_EFX_Deer_Run_Attack			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Run_Attack	
	3187607523	Play_EFX_Sword			\Default Work Unit\Play_Events\Effects\Play_EFX_Sword	
	3224478256	Play_EFX_Deer_Run_Attack_Charged			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Run_Attack_Charged	
	3236107786	Play_EFX_Punch2			\Default Work Unit\Play_Events\Effects\Play_EFX_Punch2	
	3236107787	Play_EFX_Punch3			\Default Work Unit\Play_Events\Effects\Play_EFX_Punch3	
	3241105985	Stop_EFX_DeerPains			\Default Work Unit\Stop_Events\Effects\Stop_EFX_DeerPains	
	3296935749	Play_EFX_Rabbit_Run_Attack			\Default Work Unit\Play_Events\Effects\Play_EFX_Rabbit_Run_Attack	
	3725010535	Play_EFX_Deer_Pain			\Default Work Unit\Play_Events\Effects\Play_EFX_Deer_Pain	
	4027779470	Stop_All_EFX_Rabbit			\Default Work Unit\Stop_Events\Effects\Stop_All_EFX_Rabbit	
	4101543520	Play_MUS_Level_1			\Default Work Unit\Play_Events\Music\Play_MUS_Level_1	
	4146057876	Stop_EFX_DeerEnemyDetected			\Default Work Unit\Stop_Events\Effects\Stop_EFX_DeerEnemyDetected	
	4151175976	Play_EFX_GUI_Button_Next			\Default Work Unit\Play_Events\Effects\Play_EFX_GUI_Button_Next	

Effect plug-ins	ID	Name	Type				Notes
	585486986	EFX_Rabbit_run_1	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsrun1_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_run\EFX_Rabbit_run_1		213684
	595826991	EFX_Rabbit_run_4	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsrun4_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_run\EFX_Rabbit_run_4		42220
	617013564	EFX_Rabbit_death_2	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsdeath2_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_death\EFX_Rabbit_death_2		273484
	626104674	EFX_Sword	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\sword_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Player\EFX_Sword		101420
	687257127	EFX_Deer_enemy_detected	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerenemydetected_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_enemy_detected\EFX_Deer_enemy_detected		4057264
	720216318	EFX_Rabbit_run_attack_1	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsrunattack1_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_run_attack\EFX_Rabbit_run_attack_1		330812
	745797989	EFX_Rabbit_death_5	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsdeath5_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_death\EFX_Rabbit_death_5		307356
	750670534	EFX_Deer_run_1	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerrun1_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_run\EFX_Deer_run_1		441064
	768856873	EFX_Deer_run_attack	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerrunattack_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_run_attack\EFX_Deer_run_attack		282304
	771082309	EFX_Rabbit_pain_6	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitpains6_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_pain\EFX_Rabbit_pain_6		152652
	799878212	EFX_Deer_exclaim	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerexclaim_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_exclaim\EFX_Deer_exclaim		2822464
	809673470	EFX_Deer_run_2	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerrun2_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_run\EFX_Deer_run_2		511624
	810415683	EFX_Deer_run_attack_charged	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerrunattackcharged_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_run_attack_charged\EFX_Deer_run_attack_charged		119660
	854445391	EFX_Deer_deing	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerdieing_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_die\EFX_Deer_deing		419896
	896326479	EFX_Deer_pain_3	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerpain3_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_pain\EFX_Deer_pain_3		353924
	917177926	Punch3	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\punch3_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Punches and Slaps\Punch3		882064
	917977473	EFX_Rabbit_death_1	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsdeath1_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_death\EFX_Rabbit_death_1		297296
	967244770	EFX_Rabbit_run_2	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitsrun2_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_run\EFX_Rabbit_run_2		69916
	998422274	EFX_Rabbit_pain_4	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\rabbitpains4_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_pain\EFX_Rabbit_pain_4		85264
	1013933578	MUS_GUI_Intro	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\gui_audio_ab9e423e.wem		\Actor-Mixer Hierarchy\GUI_Work_Unit\Music\MUS_GUI_Intro		30058048
	1044978850	EFX_Deer_pain_4	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\deerpain4_ab9e423f.wem		\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Deer\Deer_pain\EFX_Deer_pain_4		247024
	1048577469	EFX_GUI_Button_Back	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\sfx\gui_back_ab9e423f.wem		\Actor-Mixer Hierarchy\GUI_Work_Unit\Effects\EFX_GUI_Button_Back		4730

Plug-in Media	ID	Name	Source file	Type	Wwise Object Path	Notes	Data Size
	18527853	Forest (Define custom)	C:\Users\Marc\Documents\UAB\Wwise\Red_Forest\.cache\Windows\plugins\izotope hybrid reverb\forest_50bc1bf8.wem	iZotope Hybrid Reverb (Custom)	\Actor-Mixer Hierarchy\Game_Work_Unit\Effects\Rabbit\Rabbit_pain\Forest (Define custom)		58660

